"(PDH-CSV 4.0) (Eastern Daylight Time)(240)","\\FRONT2A\Microsoft Winsock BSP\Rejected Connections","\\FRONT2A\Microsoft Winsock BSP\Rejected Connections/sec","\\FRONT2A\Microsoft Winsock BSP\Dropped Datagrams","\\FRONT2A\Microsoft Winsock BSP\Dropped Datagrams/sec","\\FRONT2A\Network Adapter(Microsoft Kernel Debug Network Adapter)\Packets Outbound Discarded","\\FRONT2A\Network Adapter(Realtek PCIe GbE Family Controller)\Packets Outbound Discarded","\\FRONT2A\Network Adapter(WAN Miniport [IP])\Packets Outbound Discarded","\\FRONT2A\Network Adapter(WAN Miniport [IPv6])\Packets Outbound Discarded","\\FRONT2A\Network Adapter(WAN Miniport [Network Monitor])\Packets Outbound Discarded","\\FRONT2A\Network Adapter(Teredo Tunneling Pseudo-Interface)\Packets Outbound Discarded","\\FRONT2A\Network Adapter(Microsoft IP-HTTPS Platform Interface)\Packets Outbound Discarded","\\FRONT2A\Network Adapter(6to4 Adapter)\Packets Outbound Discarded","\\FRONT2A\Network Adapter(Local Area Connection* 1)\Packets Outbound Discarded","\\FRONT2A\Network Adapter(Local Area Connection* 2)\Packets Outbound Discarded","\\FRONT2A\Network Adapter(Local Area Connection* 3)\Packets Outbound Discarded","\\FRONT2A\Network Adapter(Local Area Connection* 4)\Packets Outbound Discarded","\\FRONT2A\Network Adapter(Microsoft Kernel Debug Network Adapter)\Packets Outbound Errors","\\FRONT2A\Network Adapter(Realtek PCIe GbE Family Controller)\Packets Outbound Errors","\\FRONT2A\Network Adapter(WAN Miniport [IP])\Packets Outbound Errors","\\FRONT2A\Network Adapter(WAN Miniport [IPv6])\Packets Outbound Errors","\\FRONT2A\Network Adapter(WAN Miniport [Network Monitor])\Packets Outbound Errors","\\FRONT2A\Network Adapter(Teredo Tunneling Pseudo-Interface)\Packets Outbound Errors","\\FRONT2A\Network Adapter(Microsoft IP-HTTPS Platform Interface)\Packets Outbound Errors","\\FRONT2A\Network Adapter(6to4 Adapter)\Packets Outbound Errors","\\FRONT2A\Network Adapter(Local Area Connection* 1)\Packets Outbound Errors","\\FRONT2A\Network Adapter(Local Area Connection* 2)\Packets Outbound Errors","\\FRONT2A\Network Adapter(Local Area Connection* 3)\Packets Outbound Errors","\\FRONT2A\Network Adapter(Local Area Connection* 4)\Packets Outbound Errors","\\FRONT2A\Network Adapter(Microsoft Kernel Debug Network Adapter)\Packets Received Discarded","\\FRONT2A\Network Adapter(Realtek PCIe GbE Family Controller)\Packets Received Discarded","\\FRONT2A\Network Adapter(WAN Miniport [IP])\Packets Received Discarded","\\FRONT2A\Network Adapter(WAN Miniport [IPv6])\Packets Received Discarded","\\FRONT2A\Network Adapter(WAN Miniport [Network Monitor])\Packets Received Discarded","\\FRONT2A\Network Adapter(Teredo Tunneling Pseudo-Interface)\Packets Received Discarded","\\FRONT2A\Network Adapter(Microsoft IP-HTTPS Platform Interface)\Packets Received Discarded","\\FRONT2A\Network Adapter(6to4 Adapter)\Packets Received Discarded","\\FRONT2A\Network Adapter(Local Area Connection* 1)\Packets Received Discarded","\\FRONT2A\Network Adapter(Local Area Connection* 2)\Packets Received Discarded","\\FRONT2A\Network Adapter(Local Area Connection* 3)\Packets Received Discarded","\\FRONT2A\Network Adapter(Local Area Connection* 4)\Packets Received Discarded","\\FRONT2A\Network Adapter(Microsoft Kernel Debug Network Adapter)\Packets Received Errors","\\FRONT2A\Network Adapter(Realtek PCIe GbE Family Controller)\Packets Received Errors","\\FRONT2A\Network Adapter(WAN Miniport [IP])\Packets Received Errors","\\FRONT2A\Network Adapter(WAN Miniport [IPv6])\Packets Received Errors","\\FRONT2A\Network Adapter(WAN Miniport [Network Monitor])\Packets Received Errors","\\FRONT2A\Network Adapter(Teredo Tunneling Pseudo-Interface)\Packets Received Errors","\\FRONT2A\Network Adapter(Microsoft IP-HTTPS Platform Interface)\Packets Received Errors","\\FRONT2A\Network Adapter(6to4 Adapter)\Packets Received Errors","\\FRONT2A\Network Adapter(Local Area Connection* 1)\Packets Received Errors","\\FRONT2A\Network Adapter(Local Area Connection* 2)\Packets Received Errors","\\FRONT2A\Network Adapter(Local Area Connection* 3)\Packets Received Errors","\\FRONT2A\Network Adapter(Local Area Connection* 4)\Packets Received Errors","\\FRONT2A\Network Interface(Realtek PCIe GbE Family Controller)\Bytes Received/sec","\\FRONT2A\Network Interface(Realtek PCIe GbE Family Controller)\Bytes Sent/sec","\\FRONT2A\Network Interface(Realtek PCIe GbE Family Controller)\Bytes Total/sec","\\FRONT2A\Network Interface(Realtek PCIe GbE Family Controller)\Current Bandwidth","\\FRONT2A\Network Interface(Realtek PCIe GbE Family Controller)\Packets Outbound Discarded","\\FRONT2A\Network Interface(Realtek PCIe GbE Family Controller)\Packets Outbound Errors","\\FRONT2A\Network Interface(Realtek PCIe GbE Family Controller)\Packets Received Discarded","\\FRONT2A\Network Interface(Realtek PCIe GbE Family Controller)\Packets Received Errors","\\FRONT2A\Per Processor Network Interface Card Activity(_Total)\Interrupts/sec","\\FRONT2A\Per Processor Network Interface Card Activity(_Total)\Low Resource Receive Indications/sec","\\FRONT2A\Per Processor Network Interface Card Activity(_Total)\Low Resource Received Packets/sec","\\FRONT2A\WFPv4\Outbound Packets Discarded/sec","\\FRONT2A\WFPv4\Packets Discarded/sec","\\FRONT2A\WFPv6\Outbound Packets Discarded/sec","\\FRONT2A\WFPv6\Packets Discarded/sec","Networking and Network Interface data"
"03/15/2022 15:33:21.179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","121861.81235248733719","81366.197785865108017","203228.01013835243066","1000000000","0","0","142","0","608.79008917725172978","0","0","0","0","0","0"," "
"03/15/2022 15:33:22.178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43530.865553767653182","35390.77678718019888","78921.642340947859338","1000000000","0","0","142","0","301.23830962674571765","0","0","0","0","0","0"," "
"03/15/2022 15:33:23.179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4374.2076181335733054","4477.0948948332206783","8851.3025129667930742","1000000000","0","0","142","0","33.964476553972197337","0","0","0","0","0","0"," "
"03/15/2022 15:33:24.171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26242.44008342282541","1798.6006584591361843","28041.040741881963186","1000000000","0","0","142","0","42.316369876104722891","0","0","0","0","0","0"," "
"03/15/2022 15:33:25.186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7041.5690149670062965","4657.9047453057683015","11699.473760272774598","1000000000","0","0","142","0","38.43057039539440467","0","0","0","0","0","0"," "
"03/15/2022 15:33:26.185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4380.0350022710363191","4483.0593469236782767","8863.0943491947145958","1000000000","0","0","142","0","34.025318239301867607","0","0","0","0","0","0"," "
"03/15/2022 15:33:27.183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.151811792883492558","55.126509827402905728","121.27832162028639118","1000000000","0","0","142","0","2.0044544992336468248","0","0","0","0","0","0"," "
"03/15/2022 15:33:28.184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4441.9878880131382175","4533.9255450878754345","8975.913433101013652","1000000000","0","0","142","0","33.976040096523931311","0","0","0","0","0","0"," "
"03/15/2022 15:33:29.181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8656.1430640961680183","7958.2772500557493913","16614.42031415191741","1000000000","0","0","142","0","50.139030517722588343","0","0","0","0","0","0"," "
"03/15/2022 15:33:30.180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000000","0","0","142","0","0","0","0","0","0","0","0"," "
"03/15/2022 15:33:31.180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4379.4931309265421078","4482.504730032601401","8861.9978609591435088","1000000000","0","0","142","0","34.000442005746073448","0","0","0","0","0","0"," "
"03/15/2022 15:33:32.181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4375.0392769425834558","4477.9461153817446757","8852.9853923243281315","1000000000","0","0","142","0","33.96942751523629056","0","0","0","0","0","0"," "
"03/15/2022 15:33:33.180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.068182364199856238","55.056818636833213532","121.12500100103306977","1000000000","0","0","142","0","2.0021090216433989895","0","0","0","0","0","0"," "
"03/15/2022 15:33:34.179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9923.2582008555182256","5079.2744277005385811","15002.532628556056807","1000000000","0","0","142","0","41.045860539981319448","0","0","0","0","0","0"," "
"03/15/2022 15:33:35.182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6020.67353632524555","7487.2350861301038094","13507.90862245534845","1000000000","0","0","142","0","42.850123124347966552","0","0","0","0","0","0"," "
"03/15/2022 15:33:36.183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","124007.82192569170729","105614.99665753175213","229622.81858322347398","1000000000","0","0","142","0","800.47728833072005727","0","0","0","0","0","0"," "
"03/15/2022 15:33:37.181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4946.7493448060531591","4686.39411613205084","9633.1434609381049086","1000000000","0","0","142","0","40.078011850066154409","0","0","0","0","0","0"," "
"03/15/2022 15:33:38.181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4379.0836404975334517","4482.0856078351098404","8861.1692483326442016","1000000000","0","0","142","0","34.000907824238908006","0","0","0","0","0","0"," "
"03/15/2022 15:33:39.180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","446.29375054660982869","121.07969465502193884","567.37344520163173911","1000000000","0","0","142","0","6.0039884495270205989","0","0","0","0","0","0"," "
"03/15/2022 15:33:40.181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4661.0966029260371215","4479.2099001531942122","9140.3065030792313337","1000000000","0","0","142","0","35.976776990452663085","0","0","0","0","0","0"," "
"03/15/2022 15:33:41.183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4584.2913876991306097","4472.5280800321079369","9056.8194677312385465","1000000000","0","0","142","0","34.925012505649121408","0","0","0","0","0","0"," "
"03/15/2022 15:33:42.186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","214.44236407645558984","0","214.44236407645558984","1000000000","0","0","142","0","0.99743360333860986433","0","0","0","0","0","0"," "
"03/15/2022 15:33:43.187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4586.863757366289974","4475.037736289879831","9061.9014936561688955","1000000000","0","0","142","0","34.943398682813572975","0","0","0","0","0","0"," "
"03/15/2022 15:33:44.186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4703.4413629465552731","4706.4454770808624744","9409.886840027418657","1000000000","0","0","142","0","41.03991952972656776","0","0","0","0","0","0"," "
"03/15/2022 15:33:45.184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","513.12662080864743075","162.35646986523610735","675.48309067388356652","1000000000","0","0","142","0","8.018432773259169366","0","0","0","0","0","0"," "
"03/15/2022 15:33:46.182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4385.0566402314880179","4488.1991005977452005","8873.2557408292323089","1000000000","0","0","142","0","34.059191468853718732","0","0","0","0","0","0"," "
"03/15/2022 15:33:47.183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4471.3563294133082309","4534.3331791233549666","9005.6895085366631974","1000000000","0","0","142","0","35.985411514172156444","0","0","0","0","0","0"," "
"03/15/2022 15:33:48.181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000000","0","0","142","0","0","0","0","0","0","0","0"," "
"03/15/2022 15:33:49.180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4380.5533442158584876","4483.5898809717928089","8864.1432251876522059","1000000000","0","0","142","0","34.012584656322836452","0","0","0","0","0","0"," "
"03/15/2022 15:33:50.183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4428.5022354508637363","4525.2728407310469265","8953.7750761819097534","1000000000","0","0","142","0","35.913900016101401036","0","0","0","0","0","0"," "
"03/15/2022 15:33:51.184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","123734.7950127661752","105587.01175759770558","229321.80677036388079","1000000000","0","0","142","0","805.83403872936253265","0","0","0","0","0","0"," "
"03/15/2022 15:33:52.185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4441.7989555332896998","4474.74554252645612","8916.5444980597458198","1000000000","0","0","142","0","34.958291262694480395","0","0","0","0","0","0"," "
"03/15/2022 15:33:53.182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6025.3397393581508368","7667.8844776311389069","13693.224216989290653","1000000000","0","0","142","0","54.16840415166711864","0","0","0","0","0","0"," "
"03/15/2022 15:33:54.173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36111.544121393548266","3646.3669764666055926","39757.91109786015295","1000000000","0","0","142","0","60.550959233158430095","0","0","0","0","0","0"," "
"03/15/2022 15:33:55.168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84686.697304218352656","70224.733214344349108","154911.43051856270176","1000000000","0","0","142","0","316.51493543547479703","0","0","0","0","0","0"," "
"03/15/2022 15:33:56.189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1155038.5605927524157","679697.10681840998586","1834735.6674111622851","1000000000","0","0","142","0","6032.6911888311715302","0","0","0","0","0","0"," "
"03/15/2022 15:33:57.180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1524058.7504148790613","1045090.7123286483111","2569149.462743527256","1000000000","0","0","142","0","8727.1279968344988447","0","0","0","0","0","0"," "
"03/15/2022 15:33:58.177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","449805.52842243370833","460096.57286874216516","909902.10129117581528","1000000000","0","0","142","0","3298.5187545354633585","0","0","0","0","0","0"," "
"03/15/2022 15:33:59.178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","524733.21950245508924","555657.9302450750256","1080391.1497475299984","1000000000","0","0","142","0","3999.3740110243616073","0","0","0","0","0","0"," "
"03/15/2022 15:34:00.176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1195384.6977050947025","1259360.1969105864409","2454744.8946156809106","1000000000","0","0","142","0","9126.4310844218416605","0","0","0","0","0","0"," "
"03/15/2022 15:34:01.174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","767324.11796776007395","754688.07651313347742","1522012.194480893435","1000000000","0","0","142","0","5393.1566100570498747","0","0","0","0","0","0"," "
"03/15/2022 15:34:02.190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","623414.77292583521921","610468.63902179955039","1233883.4119476347696","1000000000","0","0","142","0","4281.7141466988714456","0","0","0","0","0","0"," "
"03/15/2022 15:34:03.174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","759893.24459142598789","760437.10594195465092","1520330.3505333806388","1000000000","0","0","142","0","5380.4441432163466743","0","0","0","0","0","0"," "
"03/15/2022 15:34:04.176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","581290.07744592614472","580590.44222435285337","1161880.5196702789981","1000000000","0","0","142","0","4228.3091285261243684","0","0","0","0","0","0"," "
"03/15/2022 15:34:05.172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84739.684847082258784","72808.649006563980947","157548.33385364623973","1000000000","0","0","142","0","518.25211639701478816","0","0","0","0","0","0"," "
"03/15/2022 15:34:06.188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116195.20219085416466","97556.797962710406864","213752.00015356455697","1000000000","0","0","142","0","739.25282899556304983","0","0","0","0","0","0"," "
"03/15/2022 15:34:07.184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102658.23045153950807","81718.852914191287709","184377.08336573079578","1000000000","0","0","142","0","378.40410627675049682","0","0","0","0","0","0"," "
"03/15/2022 15:34:08.183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","136100.31069151396514","86201.370568238955457","222301.6812597529206","1000000000","0","0","142","0","750.8904058432489137","0","0","0","0","0","0"," "
"03/15/2022 15:34:09.170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1449256.6365928424057","1029713.980546168983","2478970.6171390116215","1000000000","0","0","142","0","8270.1311577191354445","0","0","0","0","0","0"," "
"03/15/2022 15:34:10.183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","246925.41086632476072","213870.17287334831781","460795.58373967307853","1000000000","0","0","142","0","1561.0860063598702254","0","0","0","0","0","0"," "
"03/15/2022 15:34:11.180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4643.0088864120825747","4495.5640157483157964","9138.5729021603983711","1000000000","0","0","142","0","35.101855052806726576","0","0","0","0","0","0"," "
"03/15/2022 15:34:12.180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92087.207348493335303","70123.341708140622359","162210.54905663395766","1000000000","0","0","142","0","287.00111930436526109","0","0","0","0","0","0"," "
"03/15/2022 15:34:13.172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","909480.55082212155685","592168.97681887482759","1501649.5276409965008","1000000000","0","0","142","0","4991.8169497699173007","0","0","0","0","0","0"," "
"03/15/2022 15:34:14.189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","572533.44113837729674","431013.76548923470546","1003547.2066276120022","1000000000","0","0","142","0","3408.6895923572988067","0","0","0","0","0","0"," "
"03/15/2022 15:34:15.176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5372.9892689098587653","5011.4139307381674371","10384.403199648026202","1000000000","0","0","142","0","42.530392268946805245","0","0","0","0","0","0"," "
"03/15/2022 15:34:16.178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4373.7597983855539496","4476.636541759317879","8850.3963401448709192","1000000000","0","0","142","0","33.957915954757268651","0","0","0","0","0","0"," "
"03/15/2022 15:34:17.179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5307.835491240823103","5236.9578685441711059","10544.793359784995118","1000000000","0","0","142","0","43.939631340501286161","0","0","0","0","0","0"," "
"03/15/2022 15:34:18.184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000000","0","0","142","0","0","0","0","0","0","0","0"," "
"03/15/2022 15:34:19.185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4378.1497633159642646","4481.1297645997146901","8859.2795279156798642","1000000000","0","0","142","0","33.981918221314437289","0","0","0","0","0","0"," "
"03/15/2022 15:34:20.186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4374.7088480909069403","4477.6079143967681375","8852.3167624876750779","1000000000","0","0","142","0","33.967947844414005942","0","0","0","0","0","0"," "
"03/15/2022 15:34:21.184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","210826.79063957533799","121279.41307702792983","332106.20371660328237","1000000000","0","0","142","0","1114.7195664031335127","0","0","0","0","0","0"," "
