"(PDH-CSV 4.0) (Eastern Daylight Time)(240)","\\FRONT2A\Microsoft Winsock BSP\Rejected Connections","\\FRONT2A\Microsoft Winsock BSP\Rejected Connections/sec","\\FRONT2A\Microsoft Winsock BSP\Dropped Datagrams","\\FRONT2A\Microsoft Winsock BSP\Dropped Datagrams/sec","\\FRONT2A\Network Adapter(Microsoft Kernel Debug Network Adapter)\Packets Outbound Discarded","\\FRONT2A\Network Adapter(Realtek PCIe GbE Family Controller)\Packets Outbound Discarded","\\FRONT2A\Network Adapter(WAN Miniport [IP])\Packets Outbound Discarded","\\FRONT2A\Network Adapter(WAN Miniport [IPv6])\Packets Outbound Discarded","\\FRONT2A\Network Adapter(WAN Miniport [Network Monitor])\Packets Outbound Discarded","\\FRONT2A\Network Adapter(Teredo Tunneling Pseudo-Interface)\Packets Outbound Discarded","\\FRONT2A\Network Adapter(Microsoft IP-HTTPS Platform Interface)\Packets Outbound Discarded","\\FRONT2A\Network Adapter(6to4 Adapter)\Packets Outbound Discarded","\\FRONT2A\Network Adapter(Local Area Connection* 1)\Packets Outbound Discarded","\\FRONT2A\Network Adapter(Local Area Connection* 2)\Packets Outbound Discarded","\\FRONT2A\Network Adapter(Local Area Connection* 3)\Packets Outbound Discarded","\\FRONT2A\Network Adapter(Local Area Connection* 4)\Packets Outbound Discarded","\\FRONT2A\Network Adapter(Microsoft Kernel Debug Network Adapter)\Packets Outbound Errors","\\FRONT2A\Network Adapter(Realtek PCIe GbE Family Controller)\Packets Outbound Errors","\\FRONT2A\Network Adapter(WAN Miniport [IP])\Packets Outbound Errors","\\FRONT2A\Network Adapter(WAN Miniport [IPv6])\Packets Outbound Errors","\\FRONT2A\Network Adapter(WAN Miniport [Network Monitor])\Packets Outbound Errors","\\FRONT2A\Network Adapter(Teredo Tunneling Pseudo-Interface)\Packets Outbound Errors","\\FRONT2A\Network Adapter(Microsoft IP-HTTPS Platform Interface)\Packets Outbound Errors","\\FRONT2A\Network Adapter(6to4 Adapter)\Packets Outbound Errors","\\FRONT2A\Network Adapter(Local Area Connection* 1)\Packets Outbound Errors","\\FRONT2A\Network Adapter(Local Area Connection* 2)\Packets Outbound Errors","\\FRONT2A\Network Adapter(Local Area Connection* 3)\Packets Outbound Errors","\\FRONT2A\Network Adapter(Local Area Connection* 4)\Packets Outbound Errors","\\FRONT2A\Network Adapter(Microsoft Kernel Debug Network Adapter)\Packets Received Discarded","\\FRONT2A\Network Adapter(Realtek PCIe GbE Family Controller)\Packets Received Discarded","\\FRONT2A\Network Adapter(WAN Miniport [IP])\Packets Received Discarded","\\FRONT2A\Network Adapter(WAN Miniport [IPv6])\Packets Received Discarded","\\FRONT2A\Network Adapter(WAN Miniport [Network Monitor])\Packets Received Discarded","\\FRONT2A\Network Adapter(Teredo Tunneling Pseudo-Interface)\Packets Received Discarded","\\FRONT2A\Network Adapter(Microsoft IP-HTTPS Platform Interface)\Packets Received Discarded","\\FRONT2A\Network Adapter(6to4 Adapter)\Packets Received Discarded","\\FRONT2A\Network Adapter(Local Area Connection* 1)\Packets Received Discarded","\\FRONT2A\Network Adapter(Local Area Connection* 2)\Packets Received Discarded","\\FRONT2A\Network Adapter(Local Area Connection* 3)\Packets Received Discarded","\\FRONT2A\Network Adapter(Local Area Connection* 4)\Packets Received Discarded","\\FRONT2A\Network Adapter(Microsoft Kernel Debug Network Adapter)\Packets Received Errors","\\FRONT2A\Network Adapter(Realtek PCIe GbE Family Controller)\Packets Received Errors","\\FRONT2A\Network Adapter(WAN Miniport [IP])\Packets Received Errors","\\FRONT2A\Network Adapter(WAN Miniport [IPv6])\Packets Received Errors","\\FRONT2A\Network Adapter(WAN Miniport [Network Monitor])\Packets Received Errors","\\FRONT2A\Network Adapter(Teredo Tunneling Pseudo-Interface)\Packets Received Errors","\\FRONT2A\Network Adapter(Microsoft IP-HTTPS Platform Interface)\Packets Received Errors","\\FRONT2A\Network Adapter(6to4 Adapter)\Packets Received Errors","\\FRONT2A\Network Adapter(Local Area Connection* 1)\Packets Received Errors","\\FRONT2A\Network Adapter(Local Area Connection* 2)\Packets Received Errors","\\FRONT2A\Network Adapter(Local Area Connection* 3)\Packets Received Errors","\\FRONT2A\Network Adapter(Local Area Connection* 4)\Packets Received Errors","\\FRONT2A\Network Interface(Realtek PCIe GbE Family Controller)\Bytes Received/sec","\\FRONT2A\Network Interface(Realtek PCIe GbE Family Controller)\Bytes Sent/sec","\\FRONT2A\Network Interface(Realtek PCIe GbE Family Controller)\Bytes Total/sec","\\FRONT2A\Network Interface(Realtek PCIe GbE Family Controller)\Current Bandwidth","\\FRONT2A\Network Interface(Realtek PCIe GbE Family Controller)\Packets Outbound Discarded","\\FRONT2A\Network Interface(Realtek PCIe GbE Family Controller)\Packets Outbound Errors","\\FRONT2A\Network Interface(Realtek PCIe GbE Family Controller)\Packets Received Discarded","\\FRONT2A\Network Interface(Realtek PCIe GbE Family Controller)\Packets Received Errors","\\FRONT2A\Per Processor Network Interface Card Activity(_Total)\Interrupts/sec","\\FRONT2A\Per Processor Network Interface Card Activity(_Total)\Low Resource Receive Indications/sec","\\FRONT2A\Per Processor Network Interface Card Activity(_Total)\Low Resource Received Packets/sec","\\FRONT2A\WFPv4\Outbound Packets Discarded/sec","\\FRONT2A\WFPv4\Packets Discarded/sec","\\FRONT2A\WFPv6\Outbound Packets Discarded/sec","\\FRONT2A\WFPv6\Packets Discarded/sec","Networking and Network Interface data"
"03/15/2022 14:44:23.183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4391.2877012456256125","4494.5767245907500183","8885.8644258363747213","1000000000","0","0","134","0","34.08639537772437933","0","0","0","0","0","0"," "
"03/15/2022 14:44:24.184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8441.9682137113031786","5048.3929232563332334","13490.361136967636412","1000000000","0","0","134","0","42.969981171153833088","0","0","0","0","0","0"," "
"03/15/2022 14:44:25.179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000000","0","0","134","0","0","0","0","0","0","0","0"," "
"03/15/2022 14:44:26.176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13144.78887600413691","8498.2495191634625371","21643.038395167601266","1000000000","0","0","134","0","59.209940686692803524","0","0","0","0","0","0"," "
"03/15/2022 14:44:27.190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6419.7722277832626787","5726.4092110169958687","12146.181438800258547","1000000000","0","0","134","0","48.310736232943725099","0","0","0","0","0","0"," "
"03/15/2022 14:44:28.178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","217.59713055169981999","0","217.59713055169981999","1000000000","0","0","134","0","1.012464142316819693","0","0","0","0","0","0"," "
"03/15/2022 14:44:29.193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4653.3826394715888455","4472.9654735768217506","9126.3481130484105961","1000000000","0","0","134","0","36.462075007415599259","0","0","0","0","0","0"," "
"03/15/2022 14:44:30.179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4656.2847935407990008","4542.7663135937873449","9199.0511071345863456","1000000000","0","0","134","0","35.477009681371853844","0","0","0","0","0","0"," "
"03/15/2022 14:44:31.194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000000","0","0","134","0","0","0","0","0","0","0","0"," "
"03/15/2022 14:44:32.197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4364.1009593248645615","4466.7505137460711921","8830.8514730709357536","1000000000","0","0","134","0","33.897179684861910687","0","0","0","0","0","0"," "
"03/15/2022 14:44:33.184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4505.934738386888057","4539.3570459541533637","9045.2917843410414207","1000000000","0","0","134","0","35.44623262248445883","0","0","0","0","0","0"," "
"03/15/2022 14:44:34.186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","144.83286287624079591","107.87551165954486976","252.70837453578567988","1000000000","0","0","134","0","3.9942247504333483477","0","0","0","0","0","0"," "
"03/15/2022 14:44:35.187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4372.4059745497816039","4475.2508741566844037","8847.6568487064669171","1000000000","0","0","134","0","32.948610052900491496","0","0","0","0","0","0"," "
"03/15/2022 14:44:36.184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","129221.94718967139488","110930.3155735234468","240152.26276319482713","1000000000","0","0","134","0","850.5429533218416509","0","0","0","0","0","0"," "
"03/15/2022 14:44:37.183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","126.1069008198249719","55.046663056272805647","181.15356387609776334","1000000000","0","0","134","0","3.003759204644612435","0","0","0","0","0","0"," "
"03/15/2022 14:44:38.182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4382.2090917178647942","4485.2845738934620385","8867.4936656113277422","1000000000","0","0","134","0","34.025607672334196252","0","0","0","0","0","0"," "
"03/15/2022 14:44:39.182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4440.1877502231845938","4537.2137046659981934","8977.4014548891827872","1000000000","0","0","134","0","36.008753728031287267","0","0","0","0","0","0"," "
"03/15/2022 14:44:40.180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000000","0","0","134","0","0","0","0","0","0","0","0"," "
"03/15/2022 14:44:41.175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5397.6639199984001607","5691.1135317354201106","11088.777451733820271","1000000000","0","0","134","0","48.233071849792565899","0","0","0","0","0","0"," "
"03/15/2022 14:44:42.190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99066.819520684846793","6916.0598573603292607","105982.87937804518151","1000000000","0","0","134","0","110.37629842439805827","0","0","0","0","0","0"," "
"03/15/2022 14:44:43.188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","585.2911522819339325","3963.7440193065904168","4549.035171588524463","1000000000","0","0","134","0","8.0141931360439340182","0","0","0","0","0","0"," "
"03/15/2022 14:44:44.187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4755.0722189111866101","4598.8398545156205728","9353.9120734268071828","1000000000","0","0","134","0","39.056037602752425641","0","0","0","0","0","0"," "
"03/15/2022 14:44:45.187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4690.0977675014701163","4533.1948590212377894","9223.2926265227069962","1000000000","0","0","134","0","35.991588765705458286","0","0","0","0","0","0"," "
"03/15/2022 14:44:46.191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4866.6474817391108445","580.92864083822723842","5447.5761225773385377","1000000000","0","0","134","0","8.967145276421717881","0","0","0","0","0","0"," "
"03/15/2022 14:44:47.192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9508.741330676491998","5389.0524336025991943","14897.793764279091192","1000000000","0","0","134","0","45.931938054191292053","0","0","0","0","0","0"," "
"03/15/2022 14:44:48.191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4453.3460203812901455","4486.3782565405581408","8939.7242769218482863","1000000000","0","0","134","0","35.035203372348533435","0","0","0","0","0","0"," "
"03/15/2022 14:44:49.188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2503.297680822622624","100019.53475184192939","102522.83243266455247","1000000000","0","0","134","0","45.144761191235815545","0","0","0","0","0","0"," "
"03/15/2022 14:44:50.186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4519.2682293438920169","4546.329715747148839","9065.5979450910417654","1000000000","0","0","134","0","37.089478366559326616","0","0","0","0","0","0"," "
"03/15/2022 14:44:51.189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","127577.17995229699591","109761.57169710713788","237338.75164940411923","1000000000","0","0","134","0","836.27424771699133998","0","0","0","0","0","0"," "
"03/15/2022 14:44:52.187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000000","0","0","134","0","0","0","0","0","0","0","0"," "
"03/15/2022 14:44:53.184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4712.0996369908343695","4494.4946952528025577","9206.5943322436378367","1000000000","0","0","134","0","36.099758071454658648","0","0","0","0","0","0"," "
"03/15/2022 14:44:54.185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4460.7190479297023558","4531.6509745597159053","8992.3700224894182611","1000000000","0","0","134","0","35.959793355049718855","0","0","0","0","0","0"," "
"03/15/2022 14:44:55.174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","516.62010345747239626","525.71908766709520933","1042.3391911245676056","1000000000","0","0","134","0","10.112463743025307039","0","0","0","0","0","0"," "
"03/15/2022 14:44:56.190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99827.541507059504511","15069.925082801355529","114897.46658986085095","1000000000","0","0","134","0","120.13173527928364592","0","0","0","0","0","0"," "
"03/15/2022 14:44:57.188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4729.4045596546839079","4542.1509808582777623","9271.5555405129616702","1000000000","0","0","134","0","37.066073983482958454","0","0","0","0","0","0"," "
"03/15/2022 14:44:58.187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","584.91234627772394106","3957.1723975056293057","4542.0847437833535878","1000000000","0","0","134","0","8.0085771861663843652","0","0","0","0","0","0"," "
"03/15/2022 14:44:59.186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6576.4250021411153284","10148.285226946192779","16724.710229087308107","1000000000","0","0","134","0","53.049681026281113816","0","0","0","0","0","0"," "
"03/15/2022 14:45:00.183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42903.273358997961623","41739.223279556557827","84642.496638554526726","1000000000","0","0","134","0","294.91736997103186013","0","0","0","0","0","0"," "
"03/15/2022 14:45:01.181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000000","0","0","134","0","0","0","0","0","0","0","0"," "
"03/15/2022 14:45:02.182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4374.1927621543927671","4477.0796894213262931","8851.2724515757181507","1000000000","0","0","134","0","33.961687819970286739","0","0","0","0","0","0"," "
"03/15/2022 14:45:03.182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4377.0329613871526817","4479.9866939797257146","8857.0196553668793058","1000000000","0","0","134","0","33.997953323209941345","0","0","0","0","0","0"," "
"03/15/2022 14:45:04.180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000000","0","0","134","0","0","0","0","0","0","0","0"," "
"03/15/2022 14:45:05.180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4440.6114979125923128","4537.6467119917824675","8978.2582099043756898","1000000000","0","0","134","0","36.0117686459935058","0","0","0","0","0","0"," "
"03/15/2022 14:45:06.192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","421660.22865325142629","286912.62763850827469","708572.85629175964277","1000000000","0","0","134","0","2405.4547095077423364","0","0","0","0","0","0"," "
"03/15/2022 14:45:07.193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10048.76580517470029","11037.774337593820746","21086.540142768521036","1000000000","0","0","134","0","86.845345808184788439","0","0","0","0","0","0"," "
"03/15/2022 14:45:08.191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4509.5139317318325993","4654.8527892782021809","9164.3667210100356897","1000000000","0","0","134","0","33.07075156590008902","0","0","0","0","0","0"," "
"03/15/2022 14:45:09.189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4388.3067208936718089","4491.5256275509100305","8879.8323484445809299","1000000000","0","0","134","0","34.083842845014451939","0","0","0","0","0","0"," "
"03/15/2022 14:45:10.188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71864.995428984300816","3698.6539001879959869","75563.649329172287253","1000000000","0","0","134","0","81.064543589606046226","0","0","0","0","0","0"," "
"03/15/2022 14:45:11.185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30948.822850875058066","5130.3980344670108025","36079.220885342067049","1000000000","0","0","134","0","57.164164046308187039","0","0","0","0","0","0"," "
"03/15/2022 14:45:12.186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5297.4480059177831208","8521.1121001191677351","13818.560106036951765","1000000000","0","0","134","0","42.988182548617388079","0","0","0","0","0","0"," "
"03/15/2022 14:45:13.189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","214.22630029385871353","0","214.22630029385871353","1000000000","0","0","134","0","0.99649105604435095351","0","0","0","0","0","0"," "
"03/15/2022 14:45:14.189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4628.520485277725129","4481.5357129001431531","9110.0561981778682821","1000000000","0","0","134","0","36.003805602252157314","0","0","0","0","0","0"," "
"03/15/2022 14:45:15.186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4705.6166994946852355","4548.1946194135716723","9253.8113189082578174","1000000000","0","0","134","0","37.094572612876525852","0","0","0","0","0","0"," "
"03/15/2022 14:45:16.187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","281.55275345114284846","5013.0367910574050256","5294.5895445085479878","1000000000","0","0","134","0","7.9916032224941258022","0","0","0","0","0","0"," "
"03/15/2022 14:45:17.189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","952402.69460030889604","1003207.6957522659795","1955610.3903525748756","1000000000","0","0","134","0","7262.3367110072285868","0","0","0","0","0","0"," "
"03/15/2022 14:45:18.193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1160025.0057295660954","1179470.1405131798238","2339495.1462427456863","1000000000","0","0","134","0","8587.8552840269476292","0","0","0","0","0","0"," "
"03/15/2022 14:45:19.193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","567802.4281019626651","597974.55283260077704","1165776.9809345633257","1000000000","0","0","134","0","4343.7041937444055293","0","0","0","0","0","0"," "
"03/15/2022 14:45:20.185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","701886.2059027889045","739118.21151702373754","1441004.417419812642","1000000000","0","0","134","0","5353.3913376425125534","0","0","0","0","0","0"," "
"03/15/2022 14:45:21.187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","152723.1875389420602","136292.82129282876849","289016.0088317708578","1000000000","0","0","134","0","1026.8003882083801273","0","0","0","0","0","0"," "
"03/15/2022 14:45:22.184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","344827.44778594881063","347950.50120892876294","692777.94899487763178","1000000000","0","0","134","0","2480.5721130510705734","0","0","0","0","0","0"," "
"03/15/2022 14:45:23.183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","178706.08830017261789","149534.56496430429979","328240.65326447691768","1000000000","0","0","134","0","1105.7379695208583144","0","0","0","0","0","0"," "
